fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.16689773010333397,-0.423167994392649,0.28427264979112615,2.1354861707403896,-0.3252127444224253,0.8565382325708465,0.805895467196727,2.1022136509718856,-1.3595895385529344,-0.5474415753101004,-1.418558211070525,6
-0.7071548116627879,-0.24084613626943277,0.14655075980246476,-0.9755075587794959,-0.20110380571843037,-0.8531506288046938,0.4463870663330718,-0.23233191758030444,0.5081164533795756,-0.25034874207568053,-0.8316151563879578,6
0.6820776837758075,-0.3623940416849102,0.5597164297684496,0.6539606482482685,-0.17015051591284994,0.2544133194517835,0.009534836104030829,0.13452524319218465,0.2590889877885739,-0.622995426385217,-0.32852110951718577,6
-0.012538563943489898,-0.6662638052236043,0.008828869813803004,0.9243713202063801,0.07641973951174932,0.9214715454647889,0.9338477333369408,0.3012784980887908,-0.1767090769956777,-0.9305506350328938,-0.49621912514077593,6
-0.012538563943489898,-0.6662638052236043,0.008828869813803004,0.9243713202063801,0.07641973951174932,0.9214715454647889,0.9338477333369408,0.3012784980887908,-0.1767090769956777,-0.9305506350328938,-0.49621912514077593,6
0.6820776837758075,-0.3623940416849102,0.5597164297684496,0.6539606482482685,-0.17015051591284994,0.2544133194517835,0.009534836104030829,0.13452524319218465,0.2590889877885739,-0.622995426385217,-0.32852110951718577,6
-0.7843343947427096,-0.11929823085395505,-1.09294625009549,0.6724037142911878,-0.3252127444224253,0.2544133194517835,0.48877571964299954,0.067823941233557,-0.23896594339342675,-0.39788460767337036,-0.7477661485761627,6
-0.16689773010333397,-0.423167994392649,0.28427264979112615,2.1354861707403896,-0.3252127444224253,0.8565382325708465,0.805895467196727,2.1022136509718856,-1.3595895385529344,-0.5474415753101004,-1.418558211070525,6
-0.7071548116627879,-0.24084613626943277,0.14655075980246476,-0.9755075587794959,-0.20110380571843037,-0.8531506288046938,0.4463870663330718,-0.23233191758030444,0.5081164533795756,-0.25034874207568053,-0.8316151563879578,6
0.6820776837758075,-0.7270377579313432,0.7662992647514418,-1.0330131416762165,-0.3563142070117448,0.15266211830046758,0.41375038734873565,-0.2990332195389321,0.01006152219757496,-0.5474415753101004,0.4261199607889731,6
0.6820776837758075,-0.423167994392649,0.6285773747627801,-1.0626344403977726,-0.7004100839059862,-1.1936013174592397,-0.5999841662031569,-1.299552748918458,-1.4218464049506834,0.2508698667812828,1.264610038906927,5
1.0679755991754174,-0.6662638052236043,0.5597164297684496,0.04078789958045533,-0.6375754894741555,-0.5749821619074926,0.17477745115158555,0.0011226392749293526,-0.48799340898442845,0.0388731492357246,-0.6639171407643676,5
0.527718517615964,-0.9701335687622985,0.35313359478545703,-1.220442995733166,-0.4810186795103276,-0.6621889005275602,-0.35415024620770286,-0.899344937166655,-0.23896594339342675,0.730084194183071,0.25842194516538286,5
-0.4756160624230221,-1.091681474177776,0.5597164297684496,-1.0330131416762165,-0.3563142070117448,0.9529304448432092,0.5600615472012729,-1.1661501450012026,2.0022812469255857,-0.03271719193627929,1.6000060701541088,7
0.8364368499356523,0.4884412962234329,1.936935329655066,2.0340871871064,-0.4810186795103276,0.7177423571988658,0.8225295195008567,1.835408443137375,-1.4841032713484352,0.9947635307865922,-0.6639171407643676,5
-0.4756160624230221,-1.0309075214700372,0.4219945397797879,-1.0330131416762165,-0.7318730163346134,0.15266211830046758,0.213268895660866,-1.099448843042575,0.19683212139082484,0.18066069936129012,0.7615159920361549,7
-0.7071548116627879,0.8530850124698658,-1.91927759002746,-1.2886508481756773,-0.2941410297693414,0.2544133194517835,0.03843505902604961,-0.6325397293321073,0.13457525499307582,-1.2470217183355183,-0.7477661485761627,6
-0.16689773010333397,1.916629184855295,1.110603989723096,-1.220442995733166,-0.8264450633111254,0.2043858026573204,-0.35415024620770286,-1.8331631645875532,0.6948870525728282,-1.0088125322358017,1.9354021014012908,8
0.14182060221635417,0.002249674561522678,0.697438319757111,-1.2886508481756773,-0.7004100839059862,-0.5749821619074926,0.8142366708866055,-0.9993968901045965,-0.6125071417799293,0.0388731492357246,0.6776669842243598,6
-0.5527956455029438,-0.1800721835616939,-1.2306681400841517,0.7612918026291655,-0.3563142070117448,0.4395738903016638,0.4571025649742159,0.267927847109477,0.01006152219757496,-0.17732179482117544,-0.8316151563879578,5
-0.7843343947427096,1.916629184855295,1.110603989723096,-1.220442995733166,-0.8264450633111254,0.2043858026573204,-0.35415024620770286,-1.8331631645875532,0.6948870525728282,-1.0088125322358017,1.9354021014012908,8
